type,latitude,longitude,altitude (m),name,desc,corr_latitude,corr_longitude
T,25.48724692,51.4566157,12.1,,,25.48725,51.45662
T,25.48724695,51.45659945,12.1,,,25.48725,51.4566
T,25.48724706,51.45655706,12.1,,,25.48725,51.45656
T,25.48725587,51.45653615,12.2,,,25.48726,51.45654
T,25.48725592,51.45651982,12.2,,,25.48726,51.45652
T,25.487256,51.45649689,12.2,,,25.48726,51.4565
T,25.4872619,51.45648287,12.2,,,25.48727,51.45649
T,25.48727079,51.45645526,12.3,,,25.48728,51.45646
T,25.48727379,51.4564351,12.3,,,25.48728,51.45644
T,25.48727386,51.45641541,12.4,,,25.48728,51.45642
T,25.48727392,51.45639899,12.4,,,25.48728,51.4564
T,25.48727981,51.45639148,12.4,,,25.48728,51.4564
T,25.48728283,51.45636802,12.4,,,25.48729,51.45637
T,25.48728289,51.45634512,12.4,,,25.48729,51.45635
T,25.48728583,51.45633162,12.4,,,25.48729,51.45634
T,25.48728896,51.45628495,12.4,,,25.48729,51.45629
T,25.48729354,51.4562746,12.4,,,25.4873,51.45628
T,25.48729109,51.45624888,12.4,,,25.4873,51.45625
T,25.48730337,51.45620228,12.4,,,25.48731,51.45621
T,25.48731255,51.45618146,12.4,,,25.48732,51.45619
T,25.48731512,51.45615039,12.4,,,25.48732,51.45616
T,25.48731357,51.45613489,12.4,,,25.48732,51.45614
T,25.48730943,51.45609357,12.3,,,25.48731,51.4561
T,25.48732261,51.45605698,12.2,,,25.48733,51.45606
T,25.48732008,51.45603114,12.1,,,25.48733,51.45604
T,25.48731652,51.45599495,11.9,,,25.48732,51.456
T,25.48731498,51.45597943,11.9,,,25.48732,51.45598
T,25.48731175,51.45594836,11.7,,,25.48732,51.45595
T,25.48730921,51.4559225,11.6,,,25.48731,51.45593
T,25.48730584,51.45588634,11.5,,,25.48731,51.45589
T,25.48730282,51.45585531,11.4,,,25.48731,51.45586
T,25.48730129,51.4558398,11.3,,,25.48731,51.45584
T,25.48728605,51.45580391,11.2,,,25.48729,51.45581
T,25.48726588,51.4557735,11.1,,,25.48727,51.45578
T,25.48725135,51.45574292,11.1,,,25.48726,51.45575
T,25.48724299,51.45571729,11,,,25.48725,51.45572
T,25.48722853,51.45568679,11,,,25.48723,51.45569
T,25.48721687,51.45568215,11,,,25.48722,51.45569
T,25.48719245,51.45566255,11.1,,,25.4872,51.45567
T,25.48719012,51.4556419,11.1,,,25.4872,51.45565
T,25.48717473,51.45560628,11.2,,,25.48718,51.45561
T,25.48715985,51.45557585,11.2,,,25.48716,51.45558
T,25.48714004,51.45555091,11.3,,,25.48715,51.45556
T,25.48712768,51.45554119,11.3,,,25.48713,51.45555
T,25.48710302,51.45552179,11.4,,,25.48711,51.45553
T,25.48707414,51.45551302,11.5,,,25.48708,51.45552
T,25.48706188,51.45550336,11.6,,,25.48707,51.45551
T,25.48703666,51.45547894,11.7,,,25.48704,51.45548
T,25.48701759,51.45545938,11.7,,,25.48702,51.45546
T,25.48698845,51.45544567,11.8,,,25.48699,51.45545
T,25.4869744,51.45542078,11.9,,,25.48698,51.45543
T,25.48695441,51.45539119,12,,,25.48696,51.4554
T,25.48693635,51.45537695,12.1,,,25.48694,51.45538
T,25.48691524,51.45533731,12.2,,,25.48692,51.45534
T,25.48689727,51.45532315,12.3,,,25.4869,51.45533
T,25.48686216,51.45530003,12.6,,,25.48687,51.45531
T,25.48683283,51.45528164,12.8,,,25.48684,51.45529
T,25.4868036,51.4552633,13,,,25.48681,51.45527
T,25.48677586,51.45525514,13.1,,,25.48678,51.45526
T,25.4867535,51.45524662,13.3,,,25.48676,51.45525
T,25.4867377,51.4552478,13.4,,,25.48674,51.45525
T,25.48669773,51.4552254,13.6,,,25.4867,51.45523
T,25.48667479,51.45521193,13.7,,,25.48668,51.45522
T,25.48665197,51.4551985,13.7,,,25.48666,51.4552
T,25.48662922,51.4551851,13.7,,,25.48663,51.45519
T,25.48659798,51.45518753,13.7,,,25.4866,51.45519
T,25.48657025,51.45517461,13.6,,,25.48658,51.45518
T,25.48653874,51.45517208,13.6,,,25.48654,51.45518
T,25.48651176,51.4551642,13.6,,,25.48652,51.45517
T,25.48650607,51.45515965,13.6,,,25.48651,51.45516
T,25.48647349,51.45514726,13.5,,,25.48648,51.45515
T,25.48645114,51.45513407,13.5,,,25.48646,51.45514
T,25.48641337,51.45511729,13.4,,,25.48642,51.45512
T,25.48638069,51.45510015,13.4,,,25.48639,51.45511
T,25.48636434,51.4550916,13.4,,,25.48637,51.4551
T,25.48634188,51.45507369,13.4,,,25.48635,51.45508
T,25.48633628,51.45506921,13.4,,,25.48634,51.45507
T,25.48631489,51.45506114,13.5,,,25.48632,51.45507
T,25.48629305,51.45504821,13.5,,,25.4863,51.45505
T,25.48627569,51.45502998,13.5,,,25.48628,51.45503
T,25.48624816,51.45501267,13.6,,,25.48625,51.45502
T,25.48622127,51.45500029,13.6,,,25.48623,51.45501
T,25.48619436,51.45499277,13.6,,,25.4862,51.455
T,25.48617249,51.45498001,13.6,,,25.48618,51.45499
T,25.4861467,51.4549678,13.6,,,25.48615,51.45497
T,25.48613078,51.4549547,13.6,,,25.48614,51.45496
T,25.48610958,51.45493727,13.6,,,25.48611,51.45494
T,25.48608784,51.45491984,13.5,,,25.48609,51.45492
T,25.48605533,51.4548938,13.4,,,25.48606,51.4549
T,25.48603374,51.45487649,13.4,,,25.48604,51.45488
T,25.48600735,51.45485972,13.4,,,25.48601,51.45486
T,25.48598155,51.4548478,13.4,,,25.48599,51.45485
T,25.48597144,51.454844,13.4,,,25.48598,51.45485
T,25.48593583,51.45482835,13.4,,,25.48594,51.45483
T,25.48590451,51.45480749,13.4,,,25.48591,51.45481
T,25.48587849,51.45479097,13.3,,,25.48588,51.4548
T,25.48586776,51.45478247,13.3,,,25.48587,51.45479
T,25.48584638,51.45476551,13.3,,,25.48585,51.45477
T,25.48582424,51.45473911,13.1,,,25.48583,51.45474
T,25.48580847,51.45472646,13,,,25.48581,51.45473
T,25.48578175,51.45470071,13,,,25.48579,51.45471
T,25.48576657,51.45469286,13,,,25.48577,51.4547
T,25.48573209,51.45468247,13,,,25.48574,51.45469
T,25.48570712,51.45467104,13,,,25.48571,51.45468
T,25.48567756,51.45466019,13,,,25.48568,51.45467
T,25.48565793,51.45465299,13,,,25.48566,51.45466
T,25.48564299,51.45464525,13,,,25.48565,51.45465
T,25.48560808,51.45462569,13,,,25.48561,51.45463
T,25.48557382,51.45461089,13,,,25.48558,51.45462
T,25.48554889,51.45459504,13,,,25.48555,51.4546
T,25.48552962,51.45458797,13,,,25.48553,51.45459
T,25.48551452,51.4545757,13,,,25.48552,51.45458
T,25.48549486,51.45456403,13,,,25.4855,51.45457
T,25.48546507,51.45454428,13.1,,,25.48547,51.45455
T,25.48542744,51.454535,13.2,,,25.48543,51.45454
T,25.4854124,51.45452288,13.2,,,25.48542,51.45453
T,25.48539745,51.45451077,13.3,,,25.4854,51.45452
T,25.48536414,51.45449643,13.4,,,25.48537,51.4545
T,25.48535374,51.45448381,13.5,,,25.48536,51.45449
T,25.48533493,51.45447697,13.6,,,25.48534,51.45448
T,25.48532109,51.45447416,13.7,,,25.48533,51.45448
T,25.48529649,51.4544542,13.9,,,25.4853,51.45446
T,25.48527293,51.45444345,14,,,25.48528,51.45445
T,25.48525384,51.45443213,14.1,,,25.48526,51.45444
T,25.48522554,51.45441749,14.2,,,25.48523,51.45442
T,25.48521095,51.45440564,14.2,,,25.48522,51.45441
T,25.4851925,51.45439897,14.3,,,25.4852,51.4544
T,25.48516491,51.454389,14.3,,,25.48517,51.45439
T,25.48514272,51.45438752,14.3,,,25.48515,51.45439
T,25.48511103,51.45437822,14.3,,,25.48512,51.45438
T,25.48508377,51.45436833,14.4,,,25.48509,51.45437
T,25.48507043,51.45436566,14.4,,,25.48508,51.45437
T,25.48505137,51.4543501,14.4,,,25.48506,51.45436
T,25.4850281,51.45433519,14.4,,,25.48503,51.45434
T,25.48501386,51.45432358,14.5,,,25.48502,51.45433
T,25.48499497,51.45430812,14.5,,,25.485,51.45431
T,25.48499025,51.45430426,14.5,,,25.485,51.45431
T,25.48497607,51.4542927,14.5,,,25.48498,51.4543
T,25.48496475,51.45426709,14.6,,,25.48497,51.45427
T,25.48494081,51.45424344,14.6,,,25.48495,51.45425
T,25.48492628,51.4542275,14.6,,,25.48493,51.45423
T,25.48489779,51.45420017,14.6,,,25.4849,51.45421
T,25.48487081,51.45418631,14.5,,,25.48488,51.45419
T,25.48483147,51.4541745,14.4,,,25.48484,51.45418
T,25.48479861,51.45414373,14.3,,,25.4848,51.45415
T,25.48478061,51.45413317,14.2,,,25.48479,51.45414
T,25.4847714,51.45412569,14.2,,,25.48478,51.45413
T,25.48474888,51.45411147,14.1,,,25.48475,51.45412
T,25.48472274,51.45410241,14,,,25.48473,51.45411
T,25.48470994,51.45410008,13.9,,,25.48471,51.45411
T,25.48468809,51.45409035,13.8,,,25.48469,51.4541
T,25.48467094,51.45408429,13.8,,,25.48468,51.45409
T,25.48464395,51.45406206,13.6,,,25.48465,51.45407
T,25.48462242,51.45405237,13.5,,,25.48463,51.45406
T,25.48459696,51.45404339,13.3,,,25.4846,51.45405
T,25.48456228,51.45402272,13.1,,,25.48457,51.45403
T,25.484545,51.45401242,13,,,25.48455,51.45402
T,25.48453158,51.45400153,12.9,,,25.48454,51.45401
T,25.48451913,51.45399935,12.8,,,25.48452,51.454
T,25.48450179,51.45398922,12.7,,,25.48451,51.45399
T,25.48447968,51.45397112,12.5,,,25.48448,51.45398
T,25.48445858,51.45396172,12.4,,,25.48446,51.45397
T,25.48445025,51.45395884,12.3,,,25.48446,51.45396
T,25.48442925,51.45394947,12.1,,,25.48443,51.45395
T,25.48440007,51.45393723,11.9,,,25.48441,51.45394
T,25.48439001,51.45391713,11.7,,,25.4844,51.45392
T,25.48436959,51.45391221,11.5,,,25.48437,51.45392
T,25.48434835,51.4538987,11.3,,,25.48435,51.4539
T,25.48433199,51.45389303,11.2,,,25.48434,51.4539
T,25.48431228,51.45389237,11.1,,,25.48432,51.4539
T,25.48430459,51.45389382,11,,,25.48431,51.4539
T,25.48428315,51.45387607,10.8,,,25.48429,51.45388
T,25.48426224,51.45386265,10.6,,,25.48427,51.45387
T,25.48424611,51.45385702,10.5,,,25.48425,51.45386
T,25.48423806,51.45385422,10.4,,,25.48424,51.45386
T,25.4842215,51.45384441,10.2,,,25.48423,51.45385
T,25.48419641,51.45382772,10,,,25.4842,51.45383
T,25.48417993,51.45381799,9.8,,,25.48418,51.45382
T,25.48416733,51.45380745,9.7,,,25.48417,51.45381
T,25.48415094,51.45379774,9.6,,,25.48416,51.4538
T,25.48413457,51.45378806,9.5,,,25.48414,51.45379
T,25.48413369,51.45377959,9.5,,,25.48414,51.45378
T,25.48411231,51.45375803,9.3,,,25.48412,51.45376
T,25.48409978,51.45374765,9.3,,,25.4841,51.45375
T,25.48407607,51.45373964,9.2,,,25.48408,51.45374
T,25.48405658,51.45373511,9.1,,,25.48406,51.45374
T,25.48404001,51.45372139,9,,,25.48405,51.45373
T,25.48402717,51.45370691,9,,,25.48403,51.45371
T,25.48401023,51.45368904,9,,,25.48402,51.45369
T,25.48400199,51.45368221,9,,,25.48401,51.45369
T,25.48398922,51.45366778,8.9,,,25.48399,51.45367
T,25.48397518,51.45364081,9,,,25.48398,51.45365
T,25.48397065,51.45363323,9,,,25.48398,51.45364
T,25.48395018,51.45361631,9,,,25.48396,51.45362
T,25.48394479,51.45360039,9,,,25.48395,51.45361
T,25.4839308,51.4535736,9.2,,,25.48394,51.45358
T,25.48392091,51.4535502,9.2,,,25.48393,51.45356
T,25.48391466,51.45352599,9.3,,,25.48392,51.45353
T,25.48391206,51.45350095,9.4,,,25.48392,51.45351
T,25.48390946,51.45347589,9.5,,,25.48391,51.45348
T,25.48390002,51.45345673,9.6,,,25.48391,51.45346
T,25.4838974,51.45343172,9.7,,,25.4839,51.45344
T,25.483892,51.45341599,9.7,,,25.4839,51.45342
T,25.48388977,51.45339526,9.8,,,25.48389,51.4534
T,25.48387986,51.45337214,10,,,25.48388,51.45338
T,25.4838749,51.4533606,10,,,25.48388,51.45337
T,25.48387224,51.45333574,10.2,,,25.48388,51.45334
T,25.48386642,51.45331588,10.4,,,25.48387,51.45332
T,25.48386062,51.45329604,10.6,,,25.48387,51.4533
T,25.48385657,51.45325893,10.9,,,25.48386,51.45326
T,25.4838539,51.45323413,11,,,25.48386,51.45324
T,25.48384989,51.45319694,11.3,,,25.48385,51.4532
T,25.4838472,51.45317218,11.5,,,25.48385,51.45318
T,25.48385261,51.45315384,11.6,,,25.48386,51.45316
T,25.48386254,51.45314277,11.6,,,25.48387,51.45315
T,25.48387382,51.45311016,11.7,,,25.48388,51.45312
T,25.48388154,51.45307837,11.9,,,25.48389,51.45308
T,25.48389018,51.45305476,12,,,25.4839,51.45306
T,25.48390203,51.45302597,12,,,25.48391,51.45303
T,25.48390842,51.45301567,12,,,25.48391,51.45302
T,25.48392399,51.45298573,12,,,25.48393,51.45299
T,25.48393549,51.45295251,12.1,,,25.48394,51.45296
T,25.48394106,51.4529337,12.1,,,25.48395,51.45294
T,25.48394385,51.45292429,12.1,,,25.48395,51.45293
T,25.48395395,51.45291294,12.1,,,25.48396,51.45292
T,25.48396543,51.4528798,12.2,,,25.48397,51.45288
T,25.48397187,51.45286944,12.2,,,25.48398,51.45287
T,25.48399261,51.45285076,12.3,,,25.484,51.45286
T,25.48400602,51.45283411,12.3,,,25.48401,51.45284
T,25.48401575,51.45281847,12.4,,,25.48402,51.45282
T,25.48402316,51.45281642,12.4,,,25.48403,51.45282
T,25.48404775,51.45279666,12.5,,,25.48405,51.4528
T,25.48405381,51.45278202,12.6,,,25.48406,51.45279
T,25.48406733,51.45276527,12.6,,,25.48407,51.45277
T,25.48408841,51.45274627,12.6,,,25.48409,51.45275
T,25.48411052,51.45273554,12.7,,,25.48412,51.45274
T,25.4841322,51.45272065,12.7,,,25.48414,51.45273
T,25.48415348,51.45270158,12.7,,,25.48416,51.45271
T,25.48417951,51.4526899,12.7,,,25.48418,51.45269
T,25.48419089,51.45268668,12.7,,,25.4842,51.45269
T,25.4842176,51.45267908,12.7,,,25.48422,51.45268
T,25.48423582,51.45266506,12.7,,,25.48424,51.45267
T,25.48425842,51.45265416,12.7,,,25.48426,51.45266
T,25.4842777,51.45264863,12.7,,,25.48428,51.45265
T,25.4843,51.45263335,12.7,,,25.4843,51.45264
T,25.48431506,51.45262457,12.7,,,25.48432,51.45263
T,25.48433749,51.45260919,12.8,,,25.48434,51.45261
T,25.48435655,51.45259924,12.8,,,25.48436,51.4526
T,25.48437912,51.4525838,12.8,,,25.48438,51.45259
T,25.48439743,51.45256497,12.9,,,25.4844,51.45257
T,25.48440531,51.45256267,12.9,,,25.48441,51.45257
T,25.4844246,51.45255255,12.9,,,25.48443,51.45256
T,25.48444348,51.45253804,13,,,25.48445,51.45254
T,25.48445798,51.45252028,13,,,25.48446,51.45253
T,25.48447344,51.45251123,13,,,25.48448,51.45252
T,25.4844974,51.45250419,13,,,25.4845,51.45251
T,25.48451645,51.45248962,13,,,25.48452,51.45249
T,25.48452044,51.45248847,12.9,,,25.48453,51.45249
T,25.48454399,51.45247718,12.9,,,25.48455,51.45248
T,25.48455958,51.45246817,12.8,,,25.48456,51.45247
T,25.48457875,51.45245357,12.8,,,25.48458,51.45246
T,25.48459896,51.4524477,12.7,,,25.4846,51.45245
T,25.48461425,51.45243412,12.6,,,25.48462,51.45244
T,25.48463821,51.45242253,12.5,,,25.48464,51.45243
T,25.48466274,51.45241529,12.5,,,25.48467,51.45242
T,25.48468639,51.45239919,12.3,,,25.48469,51.4524
T,25.48469872,51.45239556,12.3,,,25.4847,51.4524
T,25.4847271,51.45238263,12.2,,,25.48473,51.45239
T,25.48473854,51.45237009,12.1,,,25.48474,51.45238
T,25.48476712,51.45235702,12,,,25.48477,51.45236
T,25.48479122,51.45234056,11.9,,,25.4848,51.45235
T,25.48481637,51.45233303,11.8,,,25.48482,51.45234
T,25.4848285,51.45232476,11.7,,,25.48483,51.45233
T,25.48485658,51.45230241,11.6,,,25.48486,51.45231
T,25.48486924,51.45229862,11.6,,,25.48487,51.4523
T,25.48488194,51.45229482,11.5,,,25.48489,51.4523
T,25.4849187,51.45226985,11.3,,,25.48492,51.45227
T,25.48495565,51.45224475,11.2,,,25.48496,51.45225
T,25.48497709,51.45223831,11.1,,,25.48498,51.45224
T,25.48499997,51.45220328,11.1,,,25.485,51.45221
T,25.48502497,51.45218622,11.1,,,25.48503,51.45219
T,25.48505485,51.45217241,11.1,,,25.48506,51.45218
T,25.48507952,51.45215071,11.2,,,25.48508,51.45216
T,25.48510574,51.45214271,11.2,,,25.48511,51.45215
T,25.48511889,51.45213869,11.2,,,25.48512,51.45214
T,25.48513549,51.45212412,11.2,,,25.48514,51.45213
T,25.48515704,51.45211277,11.2,,,25.48516,51.45212
T,25.48517816,51.45209677,11.2,,,25.48518,51.4521
T,25.4851954,51.45208669,11.1,,,25.4852,51.45209
T,25.48523,51.4520665,11.1,,,25.48523,51.45207
T,25.48526133,51.4520568,11,,,25.48527,51.45206
T,25.48528783,51.45204377,11,,,25.48529,51.45205
T,25.48531041,51.45203676,11,,,25.48532,51.45204
T,25.48532254,51.45201849,11,,,25.48533,51.45202
T,25.48534935,51.4519999,10.9,,,25.48535,51.452
T,25.4853632,51.45199538,10.9,,,25.48537,51.452
T,25.48538106,51.45198485,10.9,,,25.48539,51.45199
T,25.48539379,51.45197118,11,,,25.4854,51.45198
T,25.48542068,51.45195805,11,,,25.48543,51.45196
T,25.48544749,51.45193973,11,,,25.48545,51.45194
T,25.48547011,51.45192774,11.1,,,25.48548,51.45193
T,25.48549651,51.45190472,11.3,,,25.4855,51.45191
T,25.48551416,51.45188933,11.4,,,25.48552,51.45189
T,25.48553648,51.45187247,11.5,,,25.48554,51.45188
T,25.48556679,51.45183829,11.8,,,25.48557,51.45184
T,25.48559397,51.45181981,12.1,,,25.4856,51.45182
T,25.48563494,51.45179198,12.4,,,25.48564,51.4518
T,25.48566289,51.45177812,12.5,,,25.48567,51.45178
T,25.48568566,51.45176096,12.6,,,25.48569,51.45177
T,25.48569996,51.4517564,12.7,,,25.4857,51.45176
T,25.48573356,51.45174558,12.8,,,25.48574,51.45175
T,25.48575786,51.45173757,12.9,,,25.48576,51.45174
T,25.48578746,51.45172753,12.9,,,25.48579,51.45173
T,25.48580217,51.45172267,13,,,25.48581,51.45173
T,25.48583647,51.45171144,13,,,25.48584,51.45172
T,25.48586077,51.45170376,13.1,,,25.48587,51.45171
T,25.48586523,51.45169723,13.1,,,25.48587,51.4517
T,25.48590365,51.45167467,13.3,,,25.48591,51.45168
T,25.48592284,51.45166346,13.3,,,25.48593,51.45167
T,25.48595148,51.45164413,13.5,,,25.48596,51.45165
T,25.48597576,51.45163125,13.6,,,25.48598,51.45164
T,25.48599563,51.45162486,13.7,,,25.486,51.45163
T,25.48602464,51.45160527,13.8,,,25.48603,51.45161
T,25.48604932,51.45159208,13.9,,,25.48605,51.4516
T,25.48608452,51.45158071,14,,,25.48609,51.45159
T,25.48610897,51.45156239,14,,,25.48611,51.45157
T,25.48613912,51.45154729,13.8,,,25.48614,51.45155
T,25.48615863,51.45153053,13.7,,,25.48616,51.45154
T,25.486189,51.45151532,13.6,,,25.48619,51.45152
T,25.48621892,51.4514951,13.5,,,25.48622,51.4515
T,25.48623384,51.45148507,13.4,,,25.48624,51.45149
T,25.48626845,51.45145819,13.3,,,25.48627,51.45146
T,25.48628851,51.45144095,13.2,,,25.48629,51.45145
T,25.48631916,51.45142572,13.2,,,25.48632,51.45143
T,25.48634939,51.4514054,13.1,,,25.48635,51.45141
T,25.48639474,51.4513694,13,,,25.4864,51.45137
T,25.48642537,51.45134876,13,,,25.48643,51.45135
T,25.48650628,51.4512798,13,,,25.48651,51.45128
T,25.48655619,51.45127381,12.8,,,25.48656,51.45128
T,25.48658797,51.45125266,12.8,,,25.48659,51.45126
T,25.48661882,51.45122292,12.8,,,25.48662,51.45123
T,25.48665235,51.45121883,12.7,,,25.48666,51.45122
T,25.48670096,51.45119549,12.7,,,25.48671,51.4512
T,25.48672443,51.45117519,12.8,,,25.48673,51.45118
T,25.48674131,51.45117311,12.8,,,25.48675,51.45118
T,25.48679026,51.4511496,12.9,,,25.4868,51.45115
T,25.48682331,51.45113675,12.9,,,25.48683,51.45114
T,25.48686406,51.45111416,13,,,25.48687,51.45112
T,25.48691447,51.45109907,13,,,25.48692,51.4511
T,25.4869462,51.45106872,13.1,,,25.48695,51.45107
T,25.48701306,51.45104263,12.8,,,25.48702,51.45105
T,25.48703894,51.45103935,12.6,,,25.48704,51.45104
T,25.48707077,51.45100878,12.5,,,25.48708,51.45101
T,25.48711139,51.45097701,12.3,,,25.48712,51.45098
T,25.48713656,51.4509649,12.1,,,25.48714,51.45097
T,25.48717647,51.45092422,12,,,25.48718,51.45093
T,25.4872165,51.4508834,11.9,,,25.48722,51.45089
T,25.48725759,51.45085123,11.7,,,25.48726,51.45086
T,25.48729187,51.45083775,11.5,,,25.4873,51.45084
T,25.48732531,51.45081541,11.3,,,25.48733,51.45082
T,25.48736865,51.45080065,10.9,,,25.48737,51.45081
T,25.48741025,51.45076815,10.6,,,25.48742,51.45077
T,25.48746994,51.45073309,10.2,,,25.48747,51.45074
T,25.48750389,51.45071045,10,,,25.48751,51.45072
T,25.48753887,51.45069664,9.9,,,25.48754,51.4507
T,25.48759633,51.45063451,9.9,,,25.4876,51.45064
T,25.48764897,51.45060904,9.9,,,25.48765,51.45061
T,25.48768265,51.45057709,9.9,,,25.48769,51.45058
T,25.48771647,51.45054504,10,,,25.48772,51.45055
T,25.48775131,51.45052188,10.1,,,25.48776,51.45053
T,25.48779546,51.45049732,10.2,,,25.4878,51.4505
T,25.48783054,51.45049432,10.2,,,25.48784,51.4505
T,25.48789504,51.45045783,10.4,,,25.4879,51.45046
T,25.48792448,51.45044786,10.4,,,25.48793,51.45045
T,25.48795966,51.45042101,10.5,,,25.48796,51.45043
T,25.48798893,51.45041083,10.5,,,25.48799,51.45042
T,25.48800903,51.45038484,10.6,,,25.48801,51.45039
T,25.48802941,51.45035892,10.7,,,25.48803,51.45036
T,25.48807257,51.4503313,10.8,,,25.48808,51.45034
T,25.48811463,51.45028741,11,,,25.48812,51.45029
T,25.48815039,51.45026011,11.1,,,25.48816,51.45027
T,25.48818742,51.45024104,11.3,,,25.48819,51.45025
T,25.48821758,51.45023065,11.3,,,25.48822,51.45024
T,25.48824863,51.45022845,11.4,,,25.48825,51.45023
T,25.48828756,51.45022569,11.4,,,25.48829,51.45023
T,25.48831794,51.45021524,11.4,,,25.48832,51.45022
T,25.48833187,51.4501976,11.6,,,25.48834,51.4502
T,25.48837717,51.45017767,11.7,,,25.48838,51.45018
T,25.48841649,51.45017482,11.6,,,25.48842,51.45018
T,25.4884542,51.45015534,11.7,,,25.48846,51.45016
T,25.48848245,51.45011979,11.8,,,25.48849,51.45012
T,25.48851165,51.45009247,11.9,,,25.48852,51.4501
T,25.48854006,51.45005675,12,,,25.48855,51.45006
T,25.4885694,51.45002927,12,,,25.48857,51.45003
T,25.48860679,51.45000109,12,,,25.48861,51.45001
T,25.48864332,51.44996441,12.1,,,25.48865,51.44997
T,25.48868188,51.44994443,12.1,,,25.48869,51.44995
T,25.4887115,51.44991663,12.1,,,25.48872,51.44992
T,25.48874291,51.44990556,12,,,25.48875,51.44991
T,25.48877807,51.44985166,12.1,,,25.48878,51.44986
T,25.48880881,51.44983205,12.1,,,25.48881,51.44984
T,25.48884786,51.4498117,11.9,,,25.48885,51.44982
T,25.48886331,51.44980185,11.9,,,25.48887,51.44981
T,25.48891081,51.44978071,11.6,,,25.48892,51.44979
T,25.48894088,51.44975239,11.5,,,25.48895,51.44976
T,25.48898743,51.44972253,11.3,,,25.48899,51.44973
T,25.48902617,51.44969335,11.1,,,25.48903,51.4497
T,25.48905842,51.44968185,10.8,,,25.48906,51.44969
T,25.48909803,51.44966102,10.5,,,25.4891,51.44967
T,25.48912182,51.44965017,10.4,,,25.48913,51.44966
T,25.48915303,51.44962997,10.1,,,25.48916,51.44963
T,25.48920015,51.4495996,9.9,,,25.48921,51.4496
T,25.48925108,51.44959497,9.8,,,25.48926,51.4496
T,25.48925767,51.449577,9.8,,,25.48926,51.44958
T,25.48929061,51.44956526,9.8,,,25.4893,51.44957
T,25.48933121,51.44954406,9.8,,,25.48934,51.44955
T,25.48938903,51.44952118,9.8,,,25.48939,51.44953
T,25.48942144,51.44950065,9.8,,,25.48943,51.44951
T,25.48946356,51.44948792,9.9,,,25.48947,51.44949
T,25.48949811,51.44948463,9.9,,,25.4895,51.44949
T,25.48954731,51.44945361,10,,,25.48955,51.44946
T,25.48957338,51.44945111,10,,,25.48958,51.44946
T,25.4896229,51.44941993,10.1,,,25.48963,51.44942
T,25.48967381,51.44939737,10.2,,,25.48968,51.4494
T,25.48971683,51.44938432,10.2,,,25.48972,51.44939
T,25.48974117,51.44936419,10.3,,,25.48975,51.44937
T,25.48979313,51.44935017,10.3,,,25.4898,51.44936
T,25.48983456,51.44931939,10.3,,,25.48984,51.44932
T,25.48987712,51.44929731,10.2,,,25.48988,51.4493
T,25.48990976,51.44926723,10.2,,,25.48991,51.44927
T,25.4899514,51.44923616,10.1,,,25.48996,51.44924
T,25.48998403,51.44920591,10,,,25.48999,51.44921
T,25.49000799,51.44917653,9.9,,,25.49001,51.44918
T,25.490034,51.44916482,9.8,,,25.49004,51.44917
T,25.49006692,51.44913438,9.6,,,25.49007,51.44914
T,25.49010793,51.449094,9.5,,,25.49011,51.4491
T,25.49014203,51.44907228,9.3,,,25.49015,51.44908
T,25.49017526,51.44904159,9.2,,,25.49018,51.44905
T,25.49021831,51.44900977,9,,,25.49022,51.44901
T,25.49024309,51.4489799,8.9,,,25.49025,51.44898
T,25.49027082,51.44897683,8.7,,,25.49028,51.44898
T,25.49030258,51.44892791,8.7,,,25.49031,51.44893
T,25.49034576,51.44889573,8.5,,,25.49035,51.4489
T,25.49035409,51.44888569,8.5,,,25.49036,51.44889
T,25.49041361,51.44883328,8.1,,,25.49042,51.44884
T,25.49044973,51.44881994,7.9,,,25.49045,51.44882
T,25.49050061,51.44876824,7.7,,,25.49051,51.44877
T,25.49054434,51.44873556,7.6,,,25.49055,51.44874
T,25.49058082,51.44872201,7.6,,,25.49059,51.44873
T,25.49062582,51.44869821,7.7,,,25.49063,51.4487
T,25.49068878,51.44866295,7.8,,,25.49069,51.44867
T,25.4907425,51.44862869,7.9,,,25.49075,51.44863
T,25.49077943,51.4486149,8,,,25.49078,51.44862
T,25.49082694,51.44860905,8,,,25.49083,51.44861
T,25.49087075,51.44856652,8.4,,,25.49088,51.44857
T,25.49091665,51.4485422,8.8,,,25.49092,51.44855
T,25.49094349,51.44852021,9,,,25.49095,51.44853
T,25.49099062,51.44850495,9.3,,,25.491,51.44851
T,25.49103499,51.44846197,9.6,,,25.49104,51.44847
T,25.49107277,51.44844779,9.8,,,25.49108,51.44845
T,25.49109898,51.44841633,9.9,,,25.4911,51.44842
T,25.49115636,51.44839954,10.2,,,25.49116,51.4484
T,25.49121213,51.44836411,10.4,,,25.49122,51.44837
T,25.49124938,51.4483404,10.5,,,25.49125,51.44835
T,25.49127791,51.44832722,10.6,,,25.49128,51.44833
T,25.4913342,51.44829145,10.7,,,25.49134,51.4483
T,25.49136399,51.4482875,10.7,,,25.49137,51.44829
T,25.49142066,51.44825158,10.8,,,25.49143,51.44826
T,25.49147889,51.44822477,10.9,,,25.49148,51.44823
T,25.49152843,51.44820859,11.1,,,25.49153,51.44821
T,25.4915669,51.44818433,11.1,,,25.49157,51.44819
